DATAFLOW,LAST UPDATE,freq,crops,strucpro,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HR,1999,161.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1988,1665.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1989,1584.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1990,1377.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1991,1266.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1992,1090.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1993,1217.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1994,1000.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1995,637.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1996,926.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1997,835.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1998,782.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,HU,1999,766.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1965,11.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1966,9.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1967,10.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1968,15.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1969,16.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1970,21.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1971,13.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1972,9.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1973,12.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1974,10.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1975,10.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1976,11.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1977,11.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1978,14.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1979,11.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1980,9.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1981,6.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1982,9.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1983,8.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1984,10.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1985,9.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1986,8.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1987,10.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1988,10.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1998,8.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IE,1999,13.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1965,5576.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1966,6467.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1967,5529.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1968,5835.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1969,5541.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1970,6254.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1971,5703.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1972,5641.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1973,5464.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1974,5351.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1975,5439.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1976,5819.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1977,4939.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1978,5028.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1979,5250.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1980,5469.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1981,5464.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1982,6171.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1983,5743.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1984,5669.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1985,5114.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1986,5189.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1987,5504.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1988,5598.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1989,5054.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1990,5459.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1991,4714.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1992,6182.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1993,5403.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1994,5712.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1995,5126.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1996,5562.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1997,4364.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1998,5268.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,IT,1999,6056.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1987,64.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1988,127.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1989,253.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1990,86.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1991,275.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1992,118.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1993,219.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1994,52.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1995,128.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1996,97.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1997,273.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1998,118.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LT,1999,117.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1989,8.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1990,7.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1991,1.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1992,14.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1993,8.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1994,11.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1995,8.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1996,10.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1997,5.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1998,12.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LU,1999,14.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1990,23.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1991,99.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1992,66.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1993,117.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1994,34.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1995,76.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1996,31.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1997,104.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1998,28.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,LV,1999,45.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1987,165.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1988,150.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1989,180.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1990,169.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1991,123.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1992,168.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1993,137.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1994,134.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1995,123.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1996,137.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1997,125.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1998,113.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MK,1999,374.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1987,3.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1988,1.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1989,4.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1990,2.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1991,4.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1992,3.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1993,3.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1994,1.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1995,2.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1996,2.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1997,2.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1998,2.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,MT,1999,2.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1962,373.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1963,461.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1964,764.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1965,497.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1966,533.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1967,620.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1968,612.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1969,651.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1970,721.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1971,724.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1972,619.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1973,625.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1974,651.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1975,651.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1976,625.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1977,502.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1978,768.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1979,715.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1980,730.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1981,438.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1982,624.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1983,549.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1984,572.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1985,417.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1986,558.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1987,491.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1988,453.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1989,533.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1990,524.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1991,323.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1992,678.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1993,737.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1994,671.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1995,707.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1996,575.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1997,565.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1998,662.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,NL,1999,715.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1987,545.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1988,1669.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1989,1557.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1990,979.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1991,1364.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1992,1889.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1993,2223.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1994,1720.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1995,1653.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1996,2315.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1997,2470.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1998,2091.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PL,1999,1958.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1968,414.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1969,388.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1970,475.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1971,465.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1972,485.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1973,452.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1974,443.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1975,465.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1976,498.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1977,339.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1978,361.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1979,337.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1980,408.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1981,396.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1982,461.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1983,482.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1984,464.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1985,500.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1986,484.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1987,518.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1988,478.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1989,550.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1990,592.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1991,603.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1992,632.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1993,566.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1994,535.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1995,500.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1996,547.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1997,672.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1998,320.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,PT,1999,647.27,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1987,1456.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1988,1481.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1989,1547.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1990,1432.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1991,1148.20,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1992,1152.40,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1993,2173.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1994,966.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1995,903.80,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1996,1619.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1997,1402.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1998,1022.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,RO,1999,916.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1971,25.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1972,25.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1973,25.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1974,25.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1975,25.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1976,30.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1977,30.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1978,30.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1979,30.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1980,30.60,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1981,26.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1982,26.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1983,26.90,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1984,29.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1985,29.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1986,29.50,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1987,18.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1988,18.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1989,18.10,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1990,20.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1991,20.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1992,20.30,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1993,20.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1994,20.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1995,20.70,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1996,19.00,
ESTAT:APRO_CPNH1_H(1.0),01/08/23 23:00:00,A,F0000,PR,SE,1997,21.00,
